setting,base_channels,best_epoch,best_val_accuracy,test_accuracy,test_loss,trainable_params
channels_16,16,4,0.8484848484848485,0.8306451612903226,0.6069317282664449,4218915
channels_32,32,4,0.9393939393939394,0.7876344086021505,1.2095356415781964,8482883
channels_64,64,2,0.9393939393939394,0.9032258064516129,0.33048571526042875,17149059
